precision,recall,f1,iou,accuracy,specificity,method
0.4126229352033423,0.6018268711385241,0.4895803098602614,0.3241357035355854,0.7839001464841837,0.8217770622130678,original
0.43933934346891745,0.5434608475959852,0.48588409162421126,0.3209032690131674,0.8019494628904292,0.8557231508729897,gaussian_light
0.41605685711928403,0.5966451126297436,0.4902489630060666,0.32472215106438695,0.786333251952933,0.825794296712384,morph_basic
0.4146690057721884,0.6021827183028753,0.4911360380510991,0.32550096672049433,0.7851142578123084,0.8231697192357366,morph_comprehensive
0.3715073473381702,0.673944757207785,0.47897974172924856,0.3149072746120141,0.7475117187498176,0.7628159395227149,morph_aggressive
0.4153321127960207,0.6007862662834091,0.49113486948823487,0.325499940471597,0.7856115722654332,0.8240609961358858,gaussian_morph_combo
0.3738365542117812,0.6716920036454179,0.4803365380679299,0.3160812605781613,0.749719970702942,0.765952219653816,precision_focused
