iou,dice,accuracy,precision,recall,f1,specificity,threshold,range,balanced_score,youden_j
0.25676625967025757,0.4086141884326935,0.5056889653205872,0.2573219835758209,0.9916595816612244,0.40861388731492027,0.40459194779396057,0.4200000000000001,medium_low,0.4086142144725811,0.39625152945518494
0.2586573362350464,0.4110051691532135,0.5109313726425171,0.2592739164829254,0.9908897280693054,0.4110048411923334,0.4110850989818573,0.4300000000000001,medium_low,0.4110051699531664,0.4019748270511627
0.2632758319377899,0.4168144762516022,0.5244020819664001,0.26419544219970703,0.9869513511657715,0.41681414463346467,0.42817744612693787,0.4400000000000001,medium_low,0.4168144777791409,0.41512879729270935
0.27123600244522095,0.4267280101776123,0.5458391308784485,0.2726246416568756,0.981566846370697,0.4267276551383678,0.4551941752433777,0.4500000000000001,medium_low,0.4267279953795983,0.4367610216140747
0.27994024753570557,0.4374270737171173,0.5697897672653198,0.2822800874710083,0.9712415933609009,0.4374267272889661,0.486275315284729,0.46000000000000013,medium_low,0.4374270762472122,0.4575169086456299
0.28874510526657104,0.4481027126312256,0.5967502593994141,0.29314059019088745,0.9506336450576782,0.4481023578377182,0.5231314897537231,0.47000000000000014,medium_low,0.4481027181140007,0.47376513481140137
0.3063453733921051,0.4690113067626953,0.6550154089927673,0.31907913088798523,0.8847438097000122,0.46901091819077184,0.607224702835083,0.48000000000000015,medium_low,0.4690113077920183,0.4919685125350952
0.3121815323829651,0.4758206605911255,0.6987751722335815,0.33971044421195984,0.7939148545265198,0.4758202384644852,0.6789830923080444,0.49000000000000016,medium_low,0.4758206581977417,0.4728979468345642
0.31644225120544434,0.48075371980667114,0.7264123558998108,0.3570840656757355,0.7354708909988403,0.4807532911053378,0.724527895450592,0.5,optimal_zone,0.4807537311319819,0.4599987864494324
0.31841856241226196,0.4830310642719269,0.7381081581115723,0.36589521169662476,0.7104807496070862,0.48303059918524327,0.7438555359840393,0.505,optimal_zone,0.48303104794164115,0.4543362855911255
0.31957465410232544,0.48436009883880615,0.7485913038253784,0.37442606687545776,0.685680627822876,0.48435965872594017,0.7616786956787109,0.51,optimal_zone,0.4843601156230252,0.4473593235015869
0.32133418321609497,0.48637837171554565,0.7588120102882385,0.3840169608592987,0.6631417274475098,0.4863779109089724,0.7787144184112549,0.515,optimal_zone,0.48637837538290196,0.44185614585876465
0.3228834271430969,0.4881509840488434,0.7685722708702087,0.39422330260276794,0.640836775302887,0.4881504973607738,0.7951452136039734,0.52,optimal_zone,0.4881509689763908,0.43598198890686035
0.32384246587753296,0.4892462193965912,0.7768672108650208,0.40379074215888977,0.620581865310669,0.4892457402981067,0.8093793988227844,0.525,optimal_zone,0.48924621790336154,0.42996126413345337
0.3241356909275055,0.48958078026771545,0.7839001417160034,0.41262292861938477,0.6018268465995789,0.48958029710625894,0.8217770457267761,0.53,optimal_zone,0.48958077971299707,0.423603892326355
0.32389476895332336,0.48930591344833374,0.7904021143913269,0.4215168058872223,0.5830775499343872,0.48930544026232586,0.8335320949554443,0.535,optimal_zone,0.48930592733000394,0.41660964488983154
0.32348304986953735,0.4888359606266022,0.7964807152748108,0.4307067394256592,0.5651037096977234,0.4888354646966783,0.8446143269538879,0.54,optimal_zone,0.4888359555887604,0.40971803665161133
0.32187917828559875,0.487002432346344,0.8016157150268555,0.4389827847480774,0.5468180179595947,0.48700194220583953,0.8546215891838074,0.545,optimal_zone,0.48700243622242073,0.4014396071434021
0.3198941648006439,0.48472699522972107,0.8063798546791077,0.4474017322063446,0.5288470387458801,0.4847265284914091,0.8641153573989868,0.55,optimal_zone,0.4847270250108855,0.39296239614486694
0.31821632385253906,0.482798308134079,0.8111347556114197,0.456834614276886,0.5118911266326904,0.4827978324773712,0.873386800289154,0.555,optimal_zone,0.4827983308618077,0.3852779269218445
0.3164169192314148,0.4807244837284088,0.8157272934913635,0.4669713079929352,0.49531230330467224,0.480723959260412,0.8823835849761963,0.56,optimal_zone,0.48072445882618836,0.37769588828086853
0.3136361241340637,0.4775083661079407,0.8199382424354553,0.47722065448760986,0.47779640555381775,0.47750785646991717,0.8911144137382507,0.5650000000000001,optimal_zone,0.4775083564692119,0.3689108192920685
0.3110998272895813,0.4745631515979767,0.8240917921066284,0.4886164963245392,0.46129560470581055,0.4745626560930258,0.8995647430419922,0.5700000000000001,optimal_zone,0.47456315567888807,0.36086034774780273
0.3075322210788727,0.47040098905563354,0.8278659582138062,0.5002380609512329,0.44392287731170654,0.47040049033719195,0.9077380895614624,0.5750000000000001,optimal_zone,0.4704009885578568,0.35166096687316895
0.30376526713371277,0.46598154306411743,0.8315139412879944,0.5129822492599487,0.42687058448791504,0.46598103813718117,0.9156923294067383,0.5800000000000001,optimal_zone,0.4659815339393126,0.3425629138946533
0.29904934763908386,0.4604125916957855,0.835037350654602,0.5271289348602295,0.40868693590164185,0.4604121082744233,0.9237315058708191,0.5850000000000001,optimal_zone,0.4604126002644853,0.33241844177246094
0.2932398319244385,0.45349645614624023,0.838711678981781,0.5444125533103943,0.3886007070541382,0.45349596921039753,0.9323487877845764,0.5900000000000001,optimal_zone,0.45349645526562143,0.3209494948387146
0.2864902913570404,0.4453827738761902,0.8424819111824036,0.5656887888908386,0.3672739565372467,0.44538227917821344,0.9413400292396545,0.5950000000000001,optimal_zone,0.44538275656306225,0.30861398577690125
0.27681270241737366,0.4335995614528656,0.8455590605735779,0.5884189605712891,0.343279093503952,0.4335990822399988,0.9500489830970764,0.6,medium_high,0.43359954762583963,0.29332807660102844
0.25352907180786133,0.4045045077800751,0.8506943583488464,0.6458330154418945,0.2944699227809906,0.40450409799625875,0.9664063453674316,0.61,medium_high,0.40450452818112964,0.26087626814842224
0.22936533391475677,0.3731442987918854,0.853469729423523,0.7085906863212585,0.2532540261745453,0.3731439291962866,0.9783332943916321,0.62,medium_high,0.3731443171424117,0.23158732056617737
0.21049034595489502,0.34777700901031494,0.8550094962120056,0.7716457843780518,0.22447292506694794,0.3477766471088676,0.9861807823181152,0.63,medium_high,0.3477769962405964,0.21065370738506317
0.19390150904655457,0.3248199224472046,0.8549699783325195,0.8190118670463562,0.20258194208145142,0.3248196117121208,0.9906870126724243,0.64,medium_high,0.3248199296658993,0.19326895475387573
0.1794046312570572,0.30422914028167725,0.8543235063552856,0.8569017052650452,0.18494553864002228,0.3042288516949077,0.9935749769210815,0.65,medium_high,0.3042291437039843,0.17852051556110382
0.16754260659217834,0.2870004177093506,0.8533623218536377,0.8821267485618591,0.17137940227985382,0.2870001495154854,0.9952359795570374,0.66,medium_high,0.28700042193928593,0.16661538183689117
0.15876275300979614,0.2740211486816406,0.8525805473327637,0.9016591906547546,0.1615602821111679,0.2740208958379991,0.9963343143463135,0.67,medium_high,0.2740211535654983,0.15789459645748138
0.15285485982894897,0.2651762366294861,0.852026104927063,0.9154236316680908,0.15504445135593414,0.2651759999070435,0.9970200061798096,0.68,medium_high,0.26517624762671316,0.1520644575357437
0.1481780856847763,0.2581099271774292,0.8515529632568359,0.9260125160217285,0.1499534249305725,0.25810969281850943,0.9975075721740723,0.6900000000000001,medium_high,0.2581099327049993,0.14746099710464478
0.14467988908290863,0.25278663635253906,0.8511669635772705,0.9332120418548584,0.14619363844394684,0.2527863989144474,0.9978234171867371,0.7000000000000001,medium_high,0.2527866331048018,0.1440170556306839
0.141149640083313,0.24738146364688873,0.8507114052772522,0.9381715655326843,0.142474964261055,0.24738123501845183,0.9980466961860657,0.7100000000000001,medium_high,0.24738146393811072,0.14052166044712067
0.13732333481311798,0.241485133767128,0.8501594066619873,0.9413589835166931,0.13850818574428558,0.24148489353142663,0.9982050657272339,0.7200000000000001,medium_high,0.2414851171560541,0.13671325147151947
0.13401813805103302,0.23635977506637573,0.8496682047843933,0.943617045879364,0.13509999215602875,0.2363595508772134,0.9983206987380981,0.7300000000000001,medium_high,0.23635976998893826,0.1334206908941269
0.1311042457818985,0.231816366314888,0.8492514491081238,0.9464247822761536,0.13208451867103577,0.23181616664300503,0.9984445571899414,0.7400000000000001,medium_high,0.23181638158428225,0.13052907586097717
0.12811869382858276,0.22713690996170044,0.848818838596344,0.9491691589355469,0.12900380790233612,0.22713669521303625,0.9985628128051758,0.7500000000000001,medium_high,0.22713690588117777,0.1275666207075119
0.12500493228435516,0.22223001718521118,0.848366916179657,0.9521310925483704,0.12579551339149475,0.2222298027123891,0.9986843466758728,0.7600000000000001,medium_high,0.22223000887652075,0.12447986006736755
0.12198559939861298,0.21744592487812042,0.8479277491569519,0.9550927877426147,0.12268929928541183,0.21744572964827913,0.9987999200820923,0.7700000000000001,medium_high,0.21744593140124222,0.12148921936750412
0.11879145354032516,0.21235673129558563,0.8474704623222351,0.9587564468383789,0.11940161138772964,0.21235654202864154,0.9989314675331116,0.7800000000000001,medium_high,0.21235673899098892,0.11833307892084122
0.11526400595903397,0.20670263469219208,0.8469462990760803,0.9620363712310791,0.11579068005084991,0.20670244298431392,0.9990494251251221,0.7900000000000001,medium_high,0.20670263476131814,0.11484010517597198
0.1114344671368599,0.20052368938922882,0.8463684320449829,0.965345561504364,0.1118820309638977,0.20052349660645424,0.9991644620895386,0.8,high,0.20052368275420795,0.11104649305343628
0.1114344671368599,0.20052368938922882,0.8463684320449829,0.965345561504364,0.1118820309638977,0.20052349660645424,0.9991644620895386,0.8000000000000002,medium_high,0.20052368275420795,0.11104649305343628
0.10395803302526474,0.18833692371845245,0.8452551364898682,0.9733554124832153,0.10425471514463425,0.18833675462558958,0.9994062781333923,0.8200000000000001,high,0.18833692939821814,0.10366099327802658
0.09523910284042358,0.17391473054885864,0.8438989520072937,0.9805364012718201,0.0954194962978363,0.17391456799503077,0.9996059536933899,0.8400000000000001,high,0.17391472963229523,0.0950254499912262
0.08496195077896118,0.15661738812923431,0.8422656059265137,0.9883029460906982,0.08504747599363327,0.15661724455326023,0.999790608882904,0.8600000000000001,high,0.15661739046762457,0.08483808487653732
0.0744243636727333,0.13853812217712402,0.8405424952507019,0.9943765997886658,0.07445570081472397,0.13853798636182316,0.9999123811721802,0.8800000000000001,high,0.13853811597802793,0.07436808198690414
0.06344451755285263,0.1193189024925232,0.8387121558189392,0.9993523955345154,0.06344712525606155,0.11931879101312112,0.9999914765357971,0.9,very_high,0.11931890328151104,0.06343860179185867
0.05636562407016754,0.10671612620353699,0.837499737739563,1.0,0.05636562407016754,0.10671602601943536,1.0,0.91,very_high,0.10671612704130087,0.05636562407016754
0.047538913786411285,0.09076304733753204,0.8359797596931458,1.0,0.047538913786411285,0.09076296408521244,1.0,0.92,very_high,0.09076305072921476,0.047538913786411285
0.03634319454431534,0.0701373741030693,0.8340517282485962,1.0,0.03634319454431534,0.07013730522279925,1.0,0.93,very_high,0.07013737290048129,0.03634319454431534
0.023362571373581886,0.04565844312310219,0.8318164348602295,1.0,0.023362571373581886,0.04565839947228943,1.0,0.9400000000000001,very_high,0.04565844408834316,0.023362571373581886
0.011354501359164715,0.022454049438238144,0.8297485113143921,1.0,0.011354501359164715,0.022454025995617476,1.0,0.9500000000000001,very_high,0.02245404819755158,0.011354501359164715
0.0037838888820260763,0.007539249956607819,0.8284448385238647,1.0,0.0037838888820260763,0.007539242568675077,1.0,0.9600000000000001,very_high,0.007539250079497527,0.0037838888820260763
0.0006790868355892599,0.001357251894660294,0.8279101848602295,1.0,0.0006790868355892599,0.001357250622897292,1.0,0.9700000000000001,very_high,0.0013572519792268492,0.0006790868355892599
0.0,0.0,0.8277932405471802,0.0,0.0,0.0,1.0,0.9800000000000001,very_high,0.0,0.0
0.0,0.0,0.8277932405471802,0.0,0.0,0.0,1.0,0.9900000000000001,very_high,0.0,0.0
0.0,0.0,0.8277932405471802,0.0,0.0,0.0,1.0,0.995,extreme,0.0,0.0
0.0,0.0,0.8277932405471802,0.0,0.0,0.0,1.0,0.999,extreme,0.0,0.0
